,compound_id,standard_inchi_key,target_id,standard_type,standard_relation,standard_value,assay_format,assaytype
2315,CHEMBL3809158,,Q92793,Kd,=,6600.0,,
2316,CHEMBL3809575,,Q92793,Kd,=,17000.0,,
2317,CHEMBL3809636,,Q92793,Kd,=,9800.0,,
2318,CHEMBL3809834,,Q92793,Kd,=,6200.0,,
2319,CHEMBL3809876,,Q92793,Kd,=,9300.0,,
2320,CHEMBL3810303,,Q92793,Kd,=,20000.0,,
2321,CHEMBL3810303,,Q92793,Kd,=,20000.0,,
2322,CHEMBL3814752,,Q92793,Kd,=,30.0,,
2323,CHEMBL3745752,,Q91X44,Kd,=,1800.0,,
2324,CHEMBL3745887,,Q91X44,Kd,=,24.0,,
2325,CHEMBL3746034,,Q91X44,Kd,=,31.0,,
2326,CHEMBL3746243,,Q91X44,Kd,=,4.5,,
2327,CHEMBL3746320,,Q91X44,Kd,=,290.0,,
2328,CHEMBL3746444,,Q91X44,Kd,=,35.0,,
2329,CHEMBL3746655,,Q91X44,Kd,=,52.0,,
2330,CHEMBL3747365,,Q91X44,Kd,=,120.0,,
2331,CHEMBL3747490,,Q91X44,Kd,=,850.0,,
2332,CHEMBL3727398,,Q8TBX8,Kd,=,1000.0,,
2333,CHEMBL3727411,,Q8TBX8,Kd,=,5010.0,,
2334,CHEMBL3728003,,Q8TBX8,Kd,=,3160.0,,
2335,CHEMBL3728695,,Q8TBX8,Kd,=,50120.0,,
2336,CHEMBL3728741,,Q8TBX8,Kd,>,100000.0,,
2337,CHEMBL3729001,,Q8TBX8,Kd,=,3160.0,,
2338,CHEMBL3729099,,Q8TBX8,Kd,=,1000.0,,
2339,CHEMBL3729140,,Q8TBX8,Kd,=,3160.0,,
2340,CHEMBL3729186,,Q8TBX8,Kd,=,6310.0,,
2341,CHEMBL3729321,,Q8TBX8,Kd,=,1580.0,,
2342,CHEMBL3729376,,Q8TBX8,Kd,=,2240.0,,
2343,CHEMBL3729616,,Q8TBX8,Kd,=,14120.0,,
2344,CHEMBL3729792,,Q8TBX8,Kd,=,1780.0,,
2345,CHEMBL3729993,,Q8TBX8,Kd,=,3960.0,,
2346,CHEMBL3730118,,Q8TBX8,Kd,=,7080.0,,
2347,CHEMBL3730302,,Q8TBX8,Kd,=,31620.0,,
2348,CHEMBL3730640,,Q8TBX8,Kd,=,1580.0,,
2349,CHEMBL3730668,,Q8TBX8,Kd,=,56230.0,,
2350,CHEMBL3730832,,Q8TBX8,Kd,=,1990.0,,
2351,CHEMBL3730934,,Q8TBX8,Kd,=,3550.0,,
2352,CHEMBL3731056,,Q8TBX8,Kd,=,31620.0,,
2353,CHEMBL3731120,,Q8TBX8,Kd,=,1990.0,,
2354,CHEMBL3731341,,Q8TBX8,Kd,=,2820.0,,
2355,CHEMBL3731579,,Q8TBX8,Kd,=,39810.0,,
2356,CHEMBL3731638,,Q8TBX8,Kd,=,1580.0,,
2357,CHEMBL3731659,,Q8TBX8,Kd,=,7080.0,,
2358,CHEMBL3732136,,Q8TBX8,Kd,=,7080.0,,
2359,CHEMBL3732475,,Q8TBX8,Kd,=,5010.0,,
2360,CHEMBL3732764,,Q8TBX8,Kd,=,3160.0,,
2362,CHEMBL3797385,,Q8N1Q1,Kd,=,24.0,,
2363,CHEMBL3797385,,Q8N1Q1,Kd,=,33.0,,
2364,CHEMBL3797835,,Q8N1Q1,Kd,=,33.0,,
2366,CHEMBL3797893,,Q8N1Q1,Kd,=,4.0,,
2367,CHEMBL3797893,,Q8N1Q1,Kd,=,11.0,,
2368,CHEMBL3798303,,Q8N1Q1,Kd,=,2.2,,
2370,CHEMBL3798303,,Q8N1Q1,Kd,=,15.0,,
2372,CHEMBL3798446,,Q8N1Q1,Kd,=,3.2,,
2373,CHEMBL3798446,,Q8N1Q1,Kd,=,8.0,,
2374,CHEMBL3798473,,Q8N1Q1,Kd,=,1.5,,
2376,CHEMBL3799296,,Q8N1Q1,Kd,=,520.0,,
2377,CHEMBL3799296,,Q8N1Q1,Kd,=,910.0,,
2378,CHEMBL3799577,,Q8N1Q1,Kd,=,0.42,,
2380,CHEMBL3799945,,Q8N1Q1,Kd,=,50.0,,
2381,CHEMBL3799945,,Q8N1Q1,Kd,=,210.0,,
2382,CHEMBL3739699,,Q8IZX4,Kd,=,3190.0,,
2383,CHEMBL3752911,,Q86U86,Kd,=,48.0,,
2384,CHEMBL3752911,,Q86U86,Kd,<,100.0,,
2385,CHEMBL3752911,,Q86U86,Kd,=,48.0,,
2386,CHEMBL3752911,,Q86U86,Kd,=,48.0,,
2387,CHEMBL3819245,,Q86U86,Kd,=,28.0,,
2388,CHEMBL3819245,,Q86U86,Kd,=,152.0,,
2389,CHEMBL3822689,,Q86U86,Kd,=,124.0,,
2390,CHEMBL3822828,,Q86U86,Kd,=,1200.0,,
2391,CHEMBL3823055,,Q86U86,Kd,=,170.0,,
2392,CHEMBL3823132,,Q86U86,Kd,=,137.0,,
2393,CHEMBL3823524,,Q86U86,Kd,=,127.0,,
2394,CHEMBL3823525,,Q86U86,Kd,=,2300.0,,
2395,CHEMBL3824067,,Q86U86,Kd,=,142.0,,
2396,CHEMBL1614842,,Q76353,Kd,=,170000.0,,
2397,CHEMBL1615094,,Q76353,Kd,=,2800000.0,,
2398,CHEMBL3753410,,Q6PL18,Kd,=,200000.0,,
2400,CHEMBL3797385,,Q16790,Kd,=,18.0,,
2401,CHEMBL3797385,,Q16790,Kd,=,37.0,,
2402,CHEMBL3797835,,Q16790,Kd,=,0.17,,
2406,CHEMBL3797835,,Q16790,Kd,=,19.0,,
2407,CHEMBL3797835,,Q16790,Kd,=,27.0,,
2408,CHEMBL3797835,,Q16790,Kd,=,46.0,,
2409,CHEMBL3797835,,Q16790,Kd,=,140.0,,
2410,CHEMBL3797835,,Q16790,Kd,=,7700000.0,,
2412,CHEMBL3797893,,Q16790,Kd,=,10.0,,
2413,CHEMBL3797893,,Q16790,Kd,=,20.0,,
2414,CHEMBL3798303,,Q16790,Kd,=,0.0067,,
2416,CHEMBL3798446,,Q16790,Kd,=,20.0,,
2417,CHEMBL3798446,,Q16790,Kd,=,47.0,,
2418,CHEMBL3798473,,Q16790,Kd,=,0.2,,
2419,CHEMBL3798473,,Q16790,Kd,=,9.2,,
2420,CHEMBL3798473,,Q16790,Kd,=,6400000.0,,
2422,CHEMBL3799296,,Q16790,Kd,=,200.0,,
2423,CHEMBL3799296,,Q16790,Kd,=,240.0,,
2425,CHEMBL3799577,,Q16790,Kd,=,2.0,,
2426,CHEMBL3799577,,Q16790,Kd,=,16.0,,
2428,CHEMBL3799945,,Q16790,Kd,=,22.0,,
2429,CHEMBL3799945,,Q16790,Kd,=,150.0,,
2430,CHEMBL3735614,,Q16581,Kd,=,125.89,,
2431,CHEMBL3735614,,Q16581,Kd,=,158.49,,
2432,CHEMBL3751976,,"Q15303, P21860, P04626, P00533",Kd,=,1.8,,
2433,CHEMBL3752204,,"Q15303, P21860, P04626, P00533",Kd,=,1.1,,
2434,CHEMBL3752363,,"Q15303, P21860, P04626, P00533",Kd,=,0.88,,
2435,CHEMBL3752448,,"Q15303, P21860, P04626, P00533",Kd,=,2.2,,
2436,CHEMBL3753011,,"Q15303, P21860, P04626, P00533",Kd,=,0.91,,
2437,CHEMBL3753235,,"Q15303, P21860, P04626, P00533",Kd,=,0.5,,
2438,CHEMBL3754564,,"Q15303, P21860, P04626, P00533",Kd,=,1.2,,
2439,CHEMBL3754803,,"Q15303, P21860, P04626, P00533",Kd,=,0.27,,
2440,CHEMBL3814630,,Q15118,Kd,=,290.5,,
2441,CHEMBL3814630,,Q15118,Kd,=,7870.0,,
2442,CHEMBL3814630,,Q15118,Kd,=,40800.0,,
2443,CHEMBL3785707,,Q15059,Kd,=,19000.0,,
2444,CHEMBL3785707,,Q15059,Kd,=,50000.0,,
2445,CHEMBL3786031,,Q15059,Kd,=,4900.0,,
2446,CHEMBL3786031,,Q15059,Kd,=,11000.0,,
2447,CHEMBL3786180,,Q15059,Kd,=,6100.0,,
2448,CHEMBL3786180,,Q15059,Kd,=,18000.0,,
2449,CHEMBL3786260,,Q15059,Kd,=,23000.0,,
2450,CHEMBL3786260,,Q15059,Kd,=,41000.0,,
2451,CHEMBL3787231,,Q15059,Kd,=,2400.0,,
2452,CHEMBL3787231,,Q15059,Kd,=,2900.0,,
2453,CHEMBL3780251,,Q14781,Kd,=,300.0,,
2454,CHEMBL3780489,,Q14781,Kd,=,17600.0,,
2455,CHEMBL3780712,,Q14781,Kd,=,1600.0,,
2456,CHEMBL3745752,,Q14397,Kd,=,500.0,,
2457,CHEMBL3745887,,Q14397,Kd,=,4.2,,
2458,CHEMBL3746034,,Q14397,Kd,=,8.6,,
2459,CHEMBL3746243,,Q14397,Kd,=,1.5,,
2460,CHEMBL3746320,,Q14397,Kd,=,90.0,,
2461,CHEMBL3746444,,Q14397,Kd,=,6.6,,
2462,CHEMBL3746456,,Q14397,Kd,=,19.0,,
2463,CHEMBL3746655,,Q14397,Kd,=,19.0,,
2464,CHEMBL3746823,,Q14397,Kd,=,1100.0,,
2465,CHEMBL3746846,,Q14397,Kd,=,34000.0,,
2466,CHEMBL3746954,,Q14397,Kd,=,36000.0,,
2467,CHEMBL3747365,,Q14397,Kd,=,30.0,,
2468,CHEMBL3747490,,Q14397,Kd,=,250.0,,
2469,CHEMBL3818085,,Q14145,Kd,=,670.0,,
2470,CHEMBL3819169,,Q14145,Kd,=,4000.0,,
2471,CHEMBL3819386,,Q14145,Kd,=,59000.0,,
2472,CHEMBL3819587,,Q14145,Kd,=,1.3,,
2473,CHEMBL3792924,,Q13093,Kd,=,185.0,,
2474,CHEMBL3818090,,Q13093,Kd,=,980000.0,,
2475,CHEMBL3774655,,Q09472,Kd,=,167.0,,
2476,CHEMBL3797675,,Q08752,Kd,=,97300.0,,
2477,CHEMBL3797711,,Q08752,Kd,=,82000.0,,
2478,CHEMBL3797905,,Q08752,Kd,=,22700.0,,
2479,CHEMBL3798030,,Q08752,Kd,=,92500.0,,
2480,CHEMBL3798305,,Q08752,Kd,=,5120.0,,
2481,CHEMBL3798445,,Q08752,Kd,=,8800.0,,
2482,CHEMBL3798755,,Q08752,Kd,=,2800.0,,
2483,CHEMBL3799069,,Q08752,Kd,=,127000.0,,
2484,CHEMBL3799315,,Q08752,Kd,=,57600.0,,
2485,CHEMBL3799575,,Q08752,Kd,=,5400.0,,
2486,CHEMBL3799597,,Q08752,Kd,=,1200.0,,
2487,CHEMBL3799661,,Q08752,Kd,=,410.0,,
2488,CHEMBL3799875,,Q08752,Kd,=,34100.0,,
2489,CHEMBL3800488,,Q08752,Kd,=,97300.0,,
2490,CHEMBL3805631,,Q08752,Kd,=,149.0,,
2491,CHEMBL3785755,,Q07820,Kd,=,1500000.0,,
2492,CHEMBL3799447,,Q07820,Kd,=,265.0,,
2493,CHEMBL3745752,,Q07071,Kd,=,430.0,,
2494,CHEMBL3745887,,Q07071,Kd,=,13.0,,
2495,CHEMBL3746034,,Q07071,Kd,=,7.9,,
2496,CHEMBL3746243,,Q07071,Kd,=,1.2,,
2497,CHEMBL3746320,,Q07071,Kd,=,130.0,,
2498,CHEMBL3746444,,Q07071,Kd,=,17.0,,
2499,CHEMBL3746655,,Q07071,Kd,=,13.0,,
2500,CHEMBL3747365,,Q07071,Kd,=,60.0,,
2501,CHEMBL3747490,,Q07071,Kd,=,800.0,,
2502,CHEMBL3746799,,Q05941,Kd,=,120.0,,
2503,CHEMBL3814675,,Q04917,Kd,=,70.0,,
2504,CHEMBL3809899,,Q03135,Kd,>,155.0,,
2506,CHEMBL3818031,,Q02127,Kd,=,12.0,,
2507,CHEMBL3752382,,Q00987,Kd,=,219.0,,
2508,CHEMBL3754073,,Q00987,Kd,=,17700.0,,
2509,CHEMBL3799447,,Q00987,Kd,=,472.0,,
2510,CHEMBL3734798,,P97793,Kd,=,4.4,,binding
2511,CHEMBL3797228,,P97266,Kd,=,2.512,,
2512,CHEMBL3780251,,P83916,Kd,=,5500.0,,
2513,CHEMBL3780489,,P83916,Kd,=,78400.0,,
2514,CHEMBL3780712,,P83916,Kd,=,75000.0,,
2515,CHEMBL3797401,,P78352,Kd,=,598000.0,,
2516,CHEMBL3798463,,P78352,Kd,=,101000.0,,
2519,CHEMBL3752642,,P62937,Kd,=,570.0,,
2520,CHEMBL3798296,,P62158,Kd,=,850.0,,
2521,CHEMBL3798296,,P62157,Kd,=,470.0,,
2522,CHEMBL3797611,,P61964,Kd,=,340.0,,
2523,CHEMBL3797967,,P61964,Kd,=,210.0,,
2524,CHEMBL3798198,,P61964,Kd,=,40.0,,
2525,CHEMBL3798573,,P61964,Kd,=,720.0,,
2526,CHEMBL3798578,,P61964,Kd,=,330.0,,
2527,CHEMBL3798846,,P61964,Kd,=,30.0,,
2528,CHEMBL3798846,,P61964,Kd,=,93.0,,
2529,CHEMBL3799127,,P61964,Kd,=,40.0,,
2530,CHEMBL3799275,,P61964,Kd,=,50.0,,
2531,CHEMBL3799608,,P61964,Kd,=,30.0,,
2532,CHEMBL3799704,,P61964,Kd,=,40.0,,
2533,CHEMBL3799840,,P61964,Kd,=,50.0,,
2534,CHEMBL3800054,,P61964,Kd,=,50.0,,
2535,CHEMBL3800271,,P61964,Kd,=,390.0,,
2536,CHEMBL3822691,,P61964,Kd,=,343.2,,
2537,CHEMBL3823308,,P61964,Kd,=,132.5,,
2538,CHEMBL3808441,,P56817,Kd,=,8.0,,
2539,CHEMBL3808672,,P56817,Kd,=,140.0,,
2540,CHEMBL3808967,,P56817,Kd,=,25.0,,
2541,CHEMBL3808988,,P56817,Kd,=,16.0,,
2542,CHEMBL3809662,,P56817,Kd,=,0.6,,
2543,CHEMBL3809870,,P56817,Kd,=,0.4,,
2544,CHEMBL3809897,,P56817,Kd,=,11.0,,
2545,CHEMBL3793392,,P56524,Kd,=,20.0,,
2546,CHEMBL3794485,,P56524,Kd,=,80.0,,
2547,CHEMBL3735607,,P56450,Kd,=,0.5012,,
2548,CHEMBL3735607,,P56450,Kd,=,0.7943,,
2549,CHEMBL3798768,,P56450,Kd,=,20.89,,
2550,CHEMBL3798912,,P56450,Kd,=,10.72,,
2551,CHEMBL3799408,,P56450,Kd,=,4.074,,
2552,CHEMBL3752151,,P55201,Kd,=,31.0,,
2553,CHEMBL3752151,,P55201,Kd,=,31.0,,
2554,CHEMBL3769965,,P55201,Kd,=,137.0,,
2555,CHEMBL3770173,,P55201,Kd,=,100.0,,
2556,CHEMBL3774575,,P55201,Kd,=,2.1,,
2557,CHEMBL3774575,,P55201,Kd,=,14.0,,
2558,CHEMBL3785648,,P55201,Kd,=,30000.0,,
2559,CHEMBL3785713,,P55201,Kd,=,48000.0,,
2560,CHEMBL3786406,,P55201,Kd,=,5900.0,,
2561,CHEMBL3786807,,P55201,Kd,=,36000.0,,
2562,CHEMBL3787231,,P55201,Kd,=,38000.0,,
2563,CHEMBL3810303,,P55201,Kd,=,15000.0,,
2564,CHEMBL3810303,,P55201,Kd,=,15000.0,,
2565,CHEMBL3817859,,P55201,Kd,=,29000.0,,
2566,CHEMBL3818063,,P55201,Kd,=,105000.0,,
2567,CHEMBL3818199,,P55201,Kd,>,200000.0,,
2568,CHEMBL3818270,,P55201,Kd,=,270.0,,
2569,CHEMBL3818285,,P55201,Kd,=,91000.0,,
2570,CHEMBL3818519,,P55201,Kd,>,200000.0,,
2571,CHEMBL3818787,,P55201,Kd,>,50000.0,,
2572,CHEMBL3819225,,P55201,Kd,>,200000.0,,
2573,CHEMBL3819561,,P55201,Kd,=,38000.0,,
2574,CHEMBL3828191,,P55201,Kd,=,0.3162,,
2575,CHEMBL3818220,,P53792,Kd,=,200.0,,
2576,CHEMBL3797662,,P51679,Kd,=,1000.0,,
2577,CHEMBL3799266,,P51679,Kd,=,199.53,,
2578,CHEMBL3752911,,P51532,Kd,=,89.0,,
2579,CHEMBL3752911,,P51532,Kd,<,100.0,,
2580,CHEMBL3752911,,P51532,Kd,=,89.0,,
2581,CHEMBL3752911,,P51532,Kd,=,89.0,,
2582,CHEMBL3769590,,P51532,Kd,=,15848.93,,
2583,CHEMBL3819245,,P51532,Kd,=,49.0,,
2584,CHEMBL3822689,,P51532,Kd,=,417.0,,
2585,CHEMBL3823055,,P51532,Kd,=,2030.0,,
2586,CHEMBL3769590,,P51531,Kd,=,15848.93,,
2587,CHEMBL3818070,,P51531,Kd,=,37.3,,
2588,CHEMBL3822689,,P51531,Kd,=,262.0,,
2589,CHEMBL3815136,,P51141,Kd,=,237000.0,,
2590,CHEMBL3785100,,P50406,Kd,=,0.3162,,
2591,CHEMBL3785105,,P50406,Kd,>,1000.0,,
2592,CHEMBL3785231,,P50406,Kd,=,2.512,,
2593,CHEMBL3785259,,P50406,Kd,=,7.943,,
2594,CHEMBL3785278,,P50406,Kd,=,125.89,,
2595,CHEMBL3785431,,P50406,Kd,=,10.0,,
2596,CHEMBL3785453,,P50406,Kd,=,1.0,,
2597,CHEMBL3785512,,P50406,Kd,=,0.05012,,
2598,CHEMBL3785626,,P50406,Kd,=,3.9810000000000003,,
2599,CHEMBL3785853,,P50406,Kd,>,1000.0,,
2600,CHEMBL3785864,,P50406,Kd,=,25.12,,
2601,CHEMBL3785894,,P50406,Kd,>,1000.0,,
2602,CHEMBL3786071,,P50406,Kd,>,1000.0,,
2603,CHEMBL3786087,,P50406,Kd,=,12.59,,
2604,CHEMBL3786432,,P50406,Kd,>,1000.0,,
2605,CHEMBL3786563,,P50406,Kd,=,100.0,,
2606,CHEMBL3786693,,P50406,Kd,=,5.012,,
2607,CHEMBL3786703,,P50406,Kd,=,63.1,,
2608,CHEMBL3786752,,P50406,Kd,=,0.7943,,
2609,CHEMBL3786951,,P50406,Kd,>,1000.0,,
2610,CHEMBL3786973,,P50406,Kd,=,3.9810000000000003,,
2611,CHEMBL3787014,,P50406,Kd,=,10.0,,
2612,CHEMBL3787201,,P50406,Kd,=,3.162,,
2613,CHEMBL3787246,,P50406,Kd,=,79.43,,
2614,CHEMBL3787388,,P50406,Kd,=,1584.89,,
2615,CHEMBL3787508,,P50406,Kd,=,5.012,,
2616,CHEMBL3787525,,P50406,Kd,=,1.585,,
2617,CHEMBL3818292,,P48061,Kd,=,4100000.0,,
2618,CHEMBL3818298,,P48061,Kd,=,4100000.0,,
2619,CHEMBL3818321,,P48061,Kd,=,74000.0,,
2620,CHEMBL3818321,,P48061,Kd,=,1100000.0,,
2621,CHEMBL3818778,,P48061,Kd,=,200000.0,,
2622,CHEMBL3819400,,P48061,Kd,=,1700000.0,,
2624,CHEMBL3797385,,P43166,Kd,=,6.8,,
2625,CHEMBL3797385,,P43166,Kd,=,8.3,,
2627,CHEMBL3797835,,P43166,Kd,=,74.0,,
2628,CHEMBL3797835,,P43166,Kd,=,510.0,,
2629,CHEMBL3797893,,P43166,Kd,=,5.9,,
2631,CHEMBL3797893,,P43166,Kd,=,27.0,,
2633,CHEMBL3798303,,P43166,Kd,=,3.2,,
2634,CHEMBL3798303,,P43166,Kd,=,40.0,,
2635,CHEMBL3798446,,P43166,Kd,=,1.5,,
2637,CHEMBL3798446,,P43166,Kd,=,17.0,,
2638,CHEMBL3798473,,P43166,Kd,=,0.077,,
2640,CHEMBL3799296,,P43166,Kd,=,1500.0,,
2641,CHEMBL3799296,,P43166,Kd,=,2900.0,,
2643,CHEMBL3799577,,P43166,Kd,=,3.1,,
2644,CHEMBL3799577,,P43166,Kd,=,45.0,,
2646,CHEMBL3799945,,P43166,Kd,=,250.0,,
2647,CHEMBL3799945,,P43166,Kd,=,4800.0,,
2648,CHEMBL3735756,,P41595,Kd,=,549.54,,
2649,CHEMBL3808398,,P41146,Kd,=,1000.0,,
2650,CHEMBL3808415,,P41146,Kd,=,4073.8,,
2651,CHEMBL3808523,,P41146,Kd,=,977.24,,
2652,CHEMBL3810104,,P41146,Kd,=,562.34,,
2653,CHEMBL3745782,,P41145,Kd,=,426.58,,
2654,CHEMBL3746169,,P41145,Kd,=,123.03,,
2655,CHEMBL3746198,,P41145,Kd,=,190.55,,
2656,CHEMBL3747555,,P41145,Kd,=,501.19,,
2657,CHEMBL3745782,,P41143,Kd,>,10000.0,,
2658,CHEMBL3746169,,P41143,Kd,>,10000.0,,
2659,CHEMBL3746198,,P41143,Kd,>,10000.0,,
2660,CHEMBL3747555,,P41143,Kd,>,10000.0,,
2661,CHEMBL3763196,,P35790,Kd,=,340000.0,,
2662,CHEMBL3763340,,P35790,Kd,=,3700.0,,
2663,CHEMBL3763453,,P35790,Kd,=,259.0,,
2664,CHEMBL3763540,,P35790,Kd,=,10.0,,
2665,CHEMBL3763792,,P35790,Kd,=,88.0,,
2666,CHEMBL3763801,,P35790,Kd,=,382.0,,
2667,CHEMBL3763931,,P35790,Kd,=,99.0,,
2668,CHEMBL3763982,,P35790,Kd,=,211.0,,
2669,CHEMBL3763993,,P35790,Kd,=,132000.0,,
2670,CHEMBL3764278,,P35790,Kd,=,21.0,,
2671,CHEMBL3764395,,P35790,Kd,=,7000.0,,
2672,CHEMBL3764475,,P35790,Kd,=,630000.0,,
2673,CHEMBL3764767,,P35790,Kd,=,3800.0,,
2674,CHEMBL3764898,,P35790,Kd,=,769.0,,
2675,CHEMBL3764904,,P35790,Kd,=,2400.0,,
2676,CHEMBL3765077,,P35790,Kd,=,4000.0,,
2677,CHEMBL3765239,,P35790,Kd,=,195.0,,
2678,CHEMBL3765567,,P35790,Kd,=,4000.0,,
2679,CHEMBL3765610,,P35790,Kd,=,194000.0,,
2680,CHEMBL3765650,,P35790,Kd,=,4300.0,,
2681,CHEMBL3746456,,P35557,Kd,>,10000.0,,
2682,CHEMBL3746823,,P35557,Kd,>,20000.0,,
2683,CHEMBL3745782,,P35372,Kd,=,9.772,,
2684,CHEMBL3746169,,P35372,Kd,=,13.49,,
2685,CHEMBL3746198,,P35372,Kd,=,4.266,,
2686,CHEMBL3747555,,P35372,Kd,=,48.98,,
2687,CHEMBL3734949,,P34976,Kd,=,7.7620000000000005,,
2688,CHEMBL3735098,,P34976,Kd,=,3.162,,
2689,CHEMBL3735409,,P34976,Kd,=,26.3,,
2690,CHEMBL3735446,,P34976,Kd,=,3.162,,
2691,CHEMBL3735492,,P34976,Kd,=,3.9810000000000003,,
2692,CHEMBL3735588,,P34976,Kd,=,5.622999999999999,,
2693,CHEMBL3735652,,P34976,Kd,=,1.8619999999999999,,
2694,CHEMBL3735744,,P34976,Kd,=,1.778,,
2695,CHEMBL3735769,,P34976,Kd,=,6.917999999999999,,
2696,CHEMBL3735839,,P34976,Kd,=,15.85,,
2697,CHEMBL3736319,,P34976,Kd,=,3.6310000000000002,,
2698,CHEMBL3736336,,P34976,Kd,=,7.412999999999999,,
2699,CHEMBL3735607,,P33033,Kd,=,1.585,,
2700,CHEMBL3735607,,P33033,Kd,=,3.162,,
2701,CHEMBL3798768,,P33033,Kd,=,831.76,,
2702,CHEMBL3798912,,P33033,Kd,=,851.14,,
2703,CHEMBL3799408,,P33033,Kd,=,724.44,,
2704,CHEMBL3759092,,P32300,Kd,=,63.1,,
2705,CHEMBL3759292,,P32300,Kd,=,0.5623,,
2706,CHEMBL3759292,,P32300,Kd,=,0.7079,,
2707,CHEMBL3797228,,P32300,Kd,=,25.12,,
2708,CHEMBL3814675,,P31946,Kd,=,70.0,,
2709,CHEMBL3785364,,P30989,Kd,=,0.44,,
2710,CHEMBL3785364,,P30989,Kd,=,0.51,,
2711,CHEMBL3785364,,P30989,Kd,=,0.58,,
2712,CHEMBL3787375,,P30556,Kd,=,0.93,,
2713,CHEMBL3770178,,P30542,Kd,=,398.11,,
2714,CHEMBL3763358,,P29597,Kd,=,41.0,,
2715,CHEMBL3734863,,P29317,Kd,=,3300.0,,
2716,CHEMBL3814675,,P27348,Kd,=,70.0,,
2717,CHEMBL3817872,,P26281,Kd,=,1760.0,,
2718,CHEMBL3817885,,P26281,Kd,=,10700.0,,
2719,CHEMBL3818002,,P26281,Kd,=,2130.0,,
2720,CHEMBL3818008,,P26281,Kd,=,2200.0,,
2721,CHEMBL3818011,,P26281,Kd,=,2500.0,,
2722,CHEMBL3818099,,P26281,Kd,=,59400.0,,
2723,CHEMBL3818168,,P26281,Kd,=,23300.0,,
2724,CHEMBL3818195,,P26281,Kd,=,6900.0,,
2725,CHEMBL3818245,,P26281,Kd,=,12600.0,,
2726,CHEMBL3818353,,P26281,Kd,=,89200.0,,
2727,CHEMBL3818368,,P26281,Kd,=,5700.0,,
2728,CHEMBL3818467,,P26281,Kd,=,1800.0,,
2729,CHEMBL3818498,,P26281,Kd,=,26000.0,,
2730,CHEMBL3818521,,P26281,Kd,=,1400.0,,
2731,CHEMBL3818561,,P26281,Kd,=,965.0,,
2732,CHEMBL3818603,,P26281,Kd,=,38000.0,,
2733,CHEMBL3818609,,P26281,Kd,=,2000.0,,
2734,CHEMBL3818636,,P26281,Kd,=,5200.0,,
2735,CHEMBL3818695,,P26281,Kd,=,23000.0,,
2736,CHEMBL3818744,,P26281,Kd,=,52000.0,,
2737,CHEMBL3818754,,P26281,Kd,=,7100.0,,
2738,CHEMBL3818772,,P26281,Kd,=,74200.0,,
2739,CHEMBL3818783,,P26281,Kd,=,1700.0,,
2740,CHEMBL3818814,,P26281,Kd,=,53000.0,,
2741,CHEMBL3818894,,P26281,Kd,=,700.0,,
2742,CHEMBL3818912,,P26281,Kd,=,5700.0,,
2743,CHEMBL3818941,,P26281,Kd,=,6100.0,,
2744,CHEMBL3819017,,P26281,Kd,=,10100.0,,
2745,CHEMBL3819092,,P26281,Kd,=,5300.0,,
2746,CHEMBL3819098,,P26281,Kd,=,16300.0,,
2747,CHEMBL3819104,,P26281,Kd,=,3900.0,,
2748,CHEMBL3819144,,P26281,Kd,=,82000.0,,
2749,CHEMBL3819161,,P26281,Kd,=,950.0,,
2750,CHEMBL3819223,,P26281,Kd,=,3500.0,,
2751,CHEMBL3819246,,P26281,Kd,=,1700.0,,
2752,CHEMBL3819267,,P26281,Kd,=,5800.0,,
2753,CHEMBL3819275,,P26281,Kd,=,120000.0,,
2754,CHEMBL3819281,,P26281,Kd,=,2700.0,,
2755,CHEMBL3819351,,P26281,Kd,=,97000.0,,
2756,CHEMBL3819387,,P26281,Kd,=,2600.0,,
2757,CHEMBL3819390,,P26281,Kd,=,68000.0,,
2758,CHEMBL3819615,,P26281,Kd,=,50000.0,,
2759,CHEMBL3819638,,P26281,Kd,=,8500.0,,
2760,CHEMBL3746028,,P25929,Kd,=,2.0,,
2761,CHEMBL3747715,,P25929,Kd,=,0.026000000000000002,,
2762,CHEMBL3747715,,P25929,Kd,=,0.04,,
2763,CHEMBL3747715,,P25929,Kd,=,0.044000000000000004,,
2764,CHEMBL3747715,,P25929,Kd,=,0.048,,
2765,CHEMBL3747715,,P25929,Kd,=,0.07400000000000001,,
2766,CHEMBL3747715,,P25929,Kd,=,0.083,,
2767,CHEMBL3747715,,P25929,Kd,=,0.14,,
2768,CHEMBL3769729,,P25440,Kd,=,300.0,,
2769,CHEMBL3769729,,P25440,Kd,=,1470.0,,
2770,CHEMBL3770150,,P25440,Kd,>,50000.0,,
2771,CHEMBL3770150,,P25440,Kd,>,50000.0,,
2772,CHEMBL3770576,,P25440,Kd,=,45.0,,
2773,CHEMBL3770576,,P25440,Kd,=,780.0,,
2774,CHEMBL3770598,,P25440,Kd,=,24000.0,,
2775,CHEMBL3770598,,P25440,Kd,=,24000.0,,
2776,CHEMBL3770724,,P25440,Kd,=,8600.0,,
2777,CHEMBL3770724,,P25440,Kd,>,300000.0,,
2778,CHEMBL3771341,,P25440,Kd,>,50000.0,,
2779,CHEMBL3771341,,P25440,Kd,>,50000.0,,
2780,CHEMBL3754754,,P24941,Kd,=,208000.0,,
2781,CHEMBL3739897,,P23944,Kd,=,5.129,,
